"Authors","Author full names","Author(s) ID","Title","Year","Cited by","DOI","Link","EID"
"Knop R.A.; Aldering G.; Amanullah R.; Astier P.; Blanc G.; Burns M.S.; Conley A.; Deustua S.E.; Doi M.; Ellis R.; Fabbro S.; Folatelli G.; Fruchter A.S.; Garavini G.; Garmond S.; Garton K.; Gibbons R.; Goldhaber G.; Goobar A.; Groom D.E.; Hardin D.; Hook I.; Howell D.A.; Kim A.G.; Lee B.C.; Lidman C.; Mendez J.; Nobili S.; Nugent P.E.; Pain R.; Panagia N.; Pennypacker C.R.; Perlmutter S.; Quimby R.; Raux J.; Regnault N.; Ruiz-Lapuente P.; Sainton G.; Schaefer B.; Schahmaneche K.; Smith E.; Spadafora A.L.; Stanishev V.; Sullivan M.; Walton N.A.; Wang L.; Wood-Vasey W.M.; Yasuda N.","Knop, R.A. (7004108768); Aldering, G. (7004153046); Amanullah, R. (6602635278); Astier, P. (56213940800); Blanc, G. (7102362591); Burns, M.S. (7201870619); Conley, A. (57202805168); Deustua, S.E. (6603714566); Doi, M. (7201918513); Ellis, R. (7401985303); Fabbro, S. (6602946370); Folatelli, G. (6505869744); Fruchter, A.S. (7006945614); Garavini, G. (6507203727); Garmond, S. (45361146800); Garton, K. (45361062500); Gibbons, R. (9940613100); Goldhaber, G. (16197057700); Goobar, A. (7004653885); Groom, D.E. (22966748000); Hardin, D. (7005216513); Hook, I. (7006022077); Howell, D.A. (16636500200); Kim, A.G. (7402063381); Lee, B.C. (7405436923); Lidman, C. (7003444700); Mendez, J. (24479205200); Nobili, S. (6602524023); Nugent, P.E. (7004614529); Pain, R. (7102603404); Panagia, N. (35400629400); Pennypacker, C.R. (6701356847); Perlmutter, S. (35273021600); Quimby, R. (7004044482); Raux, J. (8604666500); Regnault, N. (58428668200); Ruiz-Lapuente, P. (7004163809); Sainton, G. (58531232500); Schaefer, B. (57203069994); Schahmaneche, K. (7801506514); Smith, E. (55220665800); Spadafora, A.L. (7004318281); Stanishev, V. (8518570200); Sullivan, M. (24759319300); Walton, N.A. (35463408300); Wang, L. (57202139244); Wood-Vasey, W.M. (35277437000); Yasuda, N. (7202855579)","7004108768; 7004153046; 6602635278; 56213940800; 7102362591; 7201870619; 57202805168; 6603714566; 7201918513; 7401985303; 6602946370; 6505869744; 7006945614; 6507203727; 45361146800; 45361062500; 9940613100; 16197057700; 7004653885; 22966748000; 7005216513; 7006022077; 16636500200; 7402063381; 7405436923; 7003444700; 24479205200; 6602524023; 7004614529; 7102603404; 35400629400; 6701356847; 35273021600; 7004044482; 8604666500; 58428668200; 7004163809; 58531232500; 57203069994; 7801506514; 55220665800; 7004318281; 8518570200; 24759319300; 35463408300; 57202139244; 35277437000; 7202855579","New constraints on ΩM, ΩΛ and w from an independent set of 11 high-redshift supernovae observed with the Hubble Space Telescope","2003","1319","10.1086/378560","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0347527237&doi=10.1086%2f378560&partnerID=40&md5=5e776257d902fac210cabb08620d2ff0","2-s2.0-0347527237"
"Riess A.G.; Sirolger L.-G.; Tonry J.; Casertano S.; Ferguson H.C.; Mobasher B.; Challis P.; Filippenko A.V.; Jha S.; Li W.; Chornock R.; Kirshner R.P.; Leibundgut B.; Dickinson M.; Livio M.; Giavalisco M.; Steidel C.C.; Benítez T.; Tsvetanov Z.","Riess, Adam G. (35275570700); Sirolger, Louis-Gregory (46561404600); Tonry, John (7005504231); Casertano, Stefano (7005558512); Ferguson, Henry C. (36612908000); Mobasher, Bahram (57203074321); Challis, Peter (7004555495); Filippenko, Alexei V. (34568722000); Jha, Saurabh (7202726891); Li, Weidong (57219106849); Chornock, Ryan (6701679391); Kirshner, Robert P. (35277140000); Leibundgut, Bruno (7007116593); Dickinson, Mark (35419102600); Livio, Mario (35731666900); Giavalisco, Mauro (7004415859); Steidel, Charles C. (35318915600); Benítez, Txitxo (7004544740); Tsvetanov, Zlatan (7005751231)","35275570700; 46561404600; 7005504231; 7005558512; 36612908000; 57203074321; 7004555495; 34568722000; 7202726891; 57219106849; 6701679391; 35277140000; 7007116593; 35419102600; 35731666900; 7004415859; 35318915600; 7004544740; 7005751231","Type Ia supernova discoveries at z > 1 from the hubble space telescope: Evidence for past deceleration and constraints on dark energy evolution","2004","3287","10.1086/383612","https://www.scopus.com/inward/record.uri?eid=2-s2.0-3242674464&doi=10.1086%2f383612&partnerID=40&md5=5360604d780170ad9ced8ffbc3f4274a","2-s2.0-3242674464"
"Dunkley J.; Komatsu E.; Nolta M.R.; Spergel D.N.; Larson D.; Hinshaw G.; Page L.; Bennett C.L.; Gold B.; Jarosik N.; Weiland J.L.; Halpern M.; Hill R.S.; Kogut A.; Limon M.; Meyer S.S.; Tucker G.S.; Wollack E.; Wright E.L.","Dunkley, J. (11140147500); Komatsu, E. (7003611230); Nolta, M.R. (6602398036); Spergel, D.N. (7007108870); Larson, D. (15046705500); Hinshaw, G. (57204302092); Page, L. (55533003000); Bennett, C.L. (57206919239); Gold, B. (20435789800); Jarosik, N. (57203302204); Weiland, J.L. (36858905700); Halpern, M. (7201463120); Hill, R.S. (55451541600); Kogut, A. (24833209700); Limon, M. (57194133671); Meyer, S.S. (7402775091); Tucker, G.S. (7202603773); Wollack, E. (35546436100); Wright, E.L. (57203176050)","11140147500; 7003611230; 6602398036; 7007108870; 15046705500; 57204302092; 55533003000; 57206919239; 20435789800; 57203302204; 36858905700; 7201463120; 55451541600; 24833209700; 57194133671; 7402775091; 7202603773; 35546436100; 57203176050","Five-year wilkinson microwave anisotropy probe observations: Likelihoods and parameters from the WMAP data","2009","1383","10.1088/0067-0049/180/2/306","https://www.scopus.com/inward/record.uri?eid=2-s2.0-65649128811&doi=10.1088%2f0067-0049%2f180%2f2%2f306&partnerID=40&md5=1711804691f87703cb920b4a59cc44b7","2-s2.0-65649128811"
"Frieman J.A.; Turner M.S.; Huterer D.","Frieman, Joshua A. (7005226608); Turner, Michael S. (7403215305); Huterer, Dragan (7003924179)","7005226608; 7403215305; 7003924179","Dark energy and the accelerating universe","2008","1145","10.1146/annurev.astro.46.060407.145243","https://www.scopus.com/inward/record.uri?eid=2-s2.0-53849138027&doi=10.1146%2fannurev.astro.46.060407.145243&partnerID=40&md5=17d04af74db23a0399ac648baaf42862","2-s2.0-53849138027"
"Copeland E.J.","Copeland, Edmund J. (7102237422)","7102237422","Exponential potentials and cosmological scaling solutions","1998","1084","10.1103/PhysRevD.57.4686","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0000060626&doi=10.1103%2fPhysRevD.57.4686&partnerID=40&md5=65c692501553ed0499ba2733f903ce5f","2-s2.0-0000060626"
"Spergel D.N.; Bean R.; Doré O.; Nolta M.R.; Bennett C.L.; Dunkley J.; Hinshaw G.; Jarosik N.; Komatsu E.; Page L.; Peiris H.V.; Verde L.; Halpern M.; Hill R.S.; Kogut A.; Limon M.; Meyer S.S.; Odegard N.; Tucker G.S.; Weiland J.L.; Wollack E.; Wright E.L.","Spergel, D.N. (7007108870); Bean, R. (7004325355); Doré, O. (6603614459); Nolta, M.R. (6602398036); Bennett, C.L. (57206919239); Dunkley, J. (11140147500); Hinshaw, G. (57204302092); Jarosik, N. (57203302204); Komatsu, E. (7003611230); Page, L. (55533003000); Peiris, H.V. (23991274600); Verde, L. (7003944328); Halpern, M. (7201463120); Hill, R.S. (55451541600); Kogut, A. (24833209700); Limon, M. (57194133671); Meyer, S.S. (7402775091); Odegard, N. (6602365109); Tucker, G.S. (7202603773); Weiland, J.L. (36858905700); Wollack, E. (35546436100); Wright, E.L. (57203176050)","7007108870; 7004325355; 6603614459; 6602398036; 57206919239; 11140147500; 57204302092; 57203302204; 7003611230; 55533003000; 23991274600; 7003944328; 7201463120; 55451541600; 24833209700; 57194133671; 7402775091; 6602365109; 7202603773; 36858905700; 35546436100; 57203176050","Three-year Wilkinson Microwave Anisotropy Probe (WMAP) observations: Implications for cosmology","2007","5196","10.1086/513700","https://www.scopus.com/inward/record.uri?eid=2-s2.0-34347334578&doi=10.1086%2f513700&partnerID=40&md5=f898f74e4a489b8761da401b0e72d60f","2-s2.0-34347334578"
"Bower R.G.; Benson A.J.; Malbon R.; Helly J.C.; Frenk C.S.; Baugh C.M.; Cole S.; Lacey C.G.","Bower, R.G. (7102858285); Benson, A.J. (7101735036); Malbon, R. (14041800600); Helly, J.C. (6602150273); Frenk, C.S. (57203255083); Baugh, C.M. (7005287980); Cole, S. (7401503506); Lacey, C.G. (7102017450)","7102858285; 7101735036; 14041800600; 6602150273; 57203255083; 7005287980; 7401503506; 7102017450","Breaking the hierarchy of galaxy formation","2006","1949","10.1111/j.1365-2966.2006.10519.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33746075160&doi=10.1111%2fj.1365-2966.2006.10519.x&partnerID=40&md5=02edc25530bc5e5650b070b903b0d946","2-s2.0-33746075160"
"Bullock J.S.; Kolatt T.S.; Sigad Y.; Somerville R.S.; Kravtsov A.V.; Klypin A.A.; Primack J.R.; Dekel A.","Bullock, J.S. (7102839333); Kolatt, T.S. (6701647892); Sigad, Y. (6505863533); Somerville, R.S. (35227995500); Kravtsov, A.V. (35317698900); Klypin, A.A. (35503669900); Primack, J.R. (7006649310); Dekel, A. (7005082199)","7102839333; 6701647892; 6505863533; 35227995500; 35317698900; 35503669900; 7006649310; 7005082199","Profiles of dark haloes: Evolution, scatter and environment","2001","1837","10.1046/j.1365-8711.2001.04068.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0000927140&doi=10.1046%2fj.1365-8711.2001.04068.x&partnerID=40&md5=f4980a349ff08246f9a6c7dbc3b698ac","2-s2.0-0000927140"
"Linde A.D.","Linde, A.D. (7102689389)","7102689389","A new inflationary universe scenario: A possible solution of the horizon, flatness, homogeneity, isotropy and primordial monopole problems","1982","4810","10.1016/0370-2693(82)91219-9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0000511848&doi=10.1016%2f0370-2693%2882%2991219-9&partnerID=40&md5=1da12a4b55c315e76110120adb1cfd43","2-s2.0-0000511848"
"Hinshaw G.; Weiland J.L.; Hill R.S.; Odegard N.; Larson D.; Bennett C.L.; Dunkley J.; Gold B.; Greason M.R.; Jarosik N.; Komatsu E.; Nolta M.R.; Page L.; Spergel D.N.; Wollack E.; Halpern M.; Kogut A.; Limon M.; Meyer S.S.; Tucker G.S.; Wright E.L.","Hinshaw, G. (57204302092); Weiland, J.L. (36858905700); Hill, R.S. (55451541600); Odegard, N. (6602365109); Larson, D. (15046705500); Bennett, C.L. (57206919239); Dunkley, J. (11140147500); Gold, B. (20435789800); Greason, M.R. (6603313965); Jarosik, N. (57203302204); Komatsu, E. (7003611230); Nolta, M.R. (6602398036); Page, L. (55533003000); Spergel, D.N. (7007108870); Wollack, E. (35546436100); Halpern, M. (7201463120); Kogut, A. (24833209700); Limon, M. (57194133671); Meyer, S.S. (7402775091); Tucker, G.S. (7202603773); Wright, E.L. (57203176050)","57204302092; 36858905700; 55451541600; 6602365109; 15046705500; 57206919239; 11140147500; 20435789800; 6603313965; 57203302204; 7003611230; 6602398036; 55533003000; 7007108870; 35546436100; 7201463120; 24833209700; 57194133671; 7402775091; 7202603773; 57203176050","Five-year wilkinson microwave anisotropy probe observations: Data processing, sky maps and basic results","2009","1339","10.1088/0067-0049/180/2/225","https://www.scopus.com/inward/record.uri?eid=2-s2.0-64149129286&doi=10.1088%2f0067-0049%2f180%2f2%2f225&partnerID=40&md5=5bfbd50545ff02b9f8a720da1a3e50cb","2-s2.0-64149129286"
"Scoville N.; Aussel H.; Brusa M.; Capak P.; Carollo C.M.; Elvis M.; Giavalisco M.; Guzzo L.; Hasinger G.; Impey C.; Kneib J.-P.; LeFevre O.; Lilly S.J.; Mobasher B.; Renzini A.; Rich R.M.; Sanders D.B.; Schinnerer E.; Schminovich D.; Shopbell P.; Taniguchi Y.; Tyson N.D.","Scoville, N. (7005476593); Aussel, H. (35241679100); Brusa, M. (56247838500); Capak, P. (14919181700); Carollo, C.M. (35241860000); Elvis, M. (7006076869); Giavalisco, M. (7004415859); Guzzo, L. (9337191600); Hasinger, G. (35371932100); Impey, C. (7006213971); Kneib, J.-P. (26643339300); LeFevre, O. (22835376200); Lilly, S.J. (35242659800); Mobasher, B. (57203074321); Renzini, A. (56253619200); Rich, R.M. (55665757400); Sanders, D.B. (35401143000); Schinnerer, E. (57203229435); Schminovich, D. (22836535000); Shopbell, P. (6603749953); Taniguchi, Y. (35243850600); Tyson, N.D. (6603777950)","7005476593; 35241679100; 56247838500; 14919181700; 35241860000; 7006076869; 7004415859; 9337191600; 35371932100; 7006213971; 26643339300; 22835376200; 35242659800; 57203074321; 56253619200; 55665757400; 35401143000; 57203229435; 22836535000; 6603749953; 35243850600; 6603777950","The Cosmic Evolution Survey (COSMOS): Overview","2007","1400","10.1086/516585","https://www.scopus.com/inward/record.uri?eid=2-s2.0-35348897124&doi=10.1086%2f516585&partnerID=40&md5=27a331b1adf6fc5f0ce815f185bf3830","2-s2.0-35348897124"
